id,title,type,status,priority,description,assignee,labels,storyPoints,parentId,sprintId,done
c29dcdb8-674d-4bb6-b031-b32987e4e2fa,FEAT- Join tele-consult from the patient app,task,backlog,medium,Gated on the provider SDK decision.,,mobile-v1;area:mobile;phase:2;persona:patient;module:telemedicine,8,70621ba2-7d6f-44ea-add7-56dd7bdee20d,,false
b7385903-91b7-4785-b6fc-8f6cbca92eed,FEAT- Mobile Phase 3: Clinician and nurse roles,story,backlog,high,"The highest value screens and the first real write paths, so they come after the shell is proven. Blocked on the mobile PHI compliance review.",,mobile-v1;area:mobile;phase:3;persona:clinician;persona:nurse;epic,34,,,false
069830ab-f894-4864-9506-2eae885fe5d4,"FEAT- Clinician home: My Day (myClinicianCalendar, patient queue, OT list)",task,backlog,high,"Backed by graph/my_schedule.resolvers.go, which already serves the whole screen.",,mobile-v1;area:mobile;phase:3;persona:clinician;module:scheduling,8,b7385903-91b7-4785-b6fc-8f6cbca92eed,,false
45b92719-d4c1-4f26-88ff-0ccb840c4f0c,"FEAT- Clinician actions: start/close encounter, order lab, mark no-show",task,backlog,high,,,mobile-v1;area:mobile;phase:3;persona:clinician;module:clinical,8,b7385903-91b7-4785-b6fc-8f6cbca92eed,,false
c6e61c1f-7522-485d-8a1f-91dd64dbb5ae,"FEAT- Nurse home: My Ward (assigned admissions, medication rounds, vitals due)",task,backlog,high,"Backed by the nursing, triage, IPD and lab resolvers.",,mobile-v1;area:mobile;phase:3;persona:nurse;module:nursing,8,b7385903-91b7-4785-b6fc-8f6cbca92eed,,false
a2d64a81-aebe-4181-a39a-b56ff321bbb7,FEAT- Nurse actions: recordVitals and recordMedicationAdministration,task,backlog,high,,,mobile-v1;area:mobile;phase:3;persona:nurse;module:nursing,5,b7385903-91b7-4785-b6fc-8f6cbca92eed,,false
13e682d4-8bec-4be3-a5f2-93190c60c03a,FEAT- Triage acuity update from mobile,task,backlog,medium,,,mobile-v1;area:mobile;phase:3;persona:nurse;module:triage,3,b7385903-91b7-4785-b6fc-8f6cbca92eed,,false
9274033e-2106-4e01-a617-c61da2528832,FEAT- Mobile Phase 4: Front desk and admin roles,story,backlog,medium,"Registration, check-in, payment capture, OPD slip share, approvals inbox and ops summary. The QR scanner lands here.",,mobile-v1;area:mobile;phase:4;persona:desk;persona:admin;epic,34,,,false
29a0aab2-4b68-4886-8478-d8e6d7955868,"FEAT- Desk home: today's appointments, walk-in registration, pending bills",task,backlog,medium,,,mobile-v1;area:mobile;phase:4;persona:desk;module:appointments,8,9274033e-2106-4e01-a617-c61da2528832,,false
355a6d6b-bcf3-4c3c-af8a-e527e2eb8b25,"FEAT- Desk actions: register patient, check in, take payment, share OPD slip",task,backlog,medium,,,mobile-v1;area:mobile;phase:4;persona:desk;module:billing,8,9274033e-2106-4e01-a617-c61da2528832,,false
e3ff6847-4cb3-4aef-b628-19f9e090e1ce,"FEAT- Admin home: census, bed occupancy, revenue today, approvals inbox",task,backlog,medium,,,mobile-v1;area:mobile;phase:4;persona:admin;module:reporting,8,9274033e-2106-4e01-a617-c61da2528832,,false
090c1d7b-02fd-4bd9-b5ca-e82a9974a50e,FEAT- QR / Code-128 scanner verifying signed HMAC payloads,task,backlog,medium,Reuses backend/qrcode/ payloads for wristband and sample label lookup via expo-camera.,,mobile-v1;area:mobile;phase:4;module:scanner;area:security,8,9274033e-2106-4e01-a617-c61da2528832,,false
a975344c-b900-474b-974e-f15f70fa9149,FEAT- Mobile Phase 5: Hardening and release,story,backlog,high,"Push tuning, device-level security, accessibility and store submission.",,mobile-v1;area:mobile;phase:5;epic,21,,,false
58b7ddbe-97c5-4e1a-8eea-7a21b78193e3,FEAT- Biometric unlock on resume (expo-local-authentication),task,backlog,high,,,mobile-v1;area:mobile;phase:5;area:security,3,a975344c-b900-474b-974e-f15f70fa9149,,false
aac01f5e-12f3-450e-b22d-23b1d3de85f3,FEAT- Encrypt the persisted Apollo cache and purge on logout and workspace switch,task,backlog,critical,Healthcare tenants mean the cache holds PHI.,,mobile-v1;area:mobile;phase:5;area:security;compliance:hipaa,5,a975344c-b900-474b-974e-f15f70fa9149,,false
df5a702c-8738-4758-bc0e-704d8927b395,FEAT- Disable screenshots on clinical screens where the platform allows,task,backlog,medium,,,mobile-v1;area:mobile;phase:5;area:security;compliance:hipaa,3,a975344c-b900-474b-974e-f15f70fa9149,,false
d683c79d-27bc-4799-b633-3eaf6fbd4453,CHORE- Push fan-out tuning,task,backlog,medium,,,mobile-v1;area:mobile;phase:5;module:notifications,3,a975344c-b900-474b-974e-f15f70fa9149,,false
9f1e096b-724b-4c52-a948-1099475785f0,CHORE- Accessibility pass across all persona screens,task,backlog,medium,,,mobile-v1;area:mobile;phase:5;a11y,5,a975344c-b900-474b-974e-f15f70fa9149,,false
2fbb8e7c-0c15-42af-9b0d-0fdbf50110a4,"CHORE- EAS build, release channels and app store submission",task,backlog,high,,,mobile-v1;area:mobile;phase:5;release;ci,5,a975344c-b900-474b-974e-f15f70fa9149,,false
1baa424a-4917-4b21-bbda-ad1f40ecc743,FEAT- Mobile Phase 6: Education roles on the existing shell,story,backlog,low,"Student, teacher and parent personas reuse the entire Phase 1 shell. Building the persona layer generically in Phase 1 is what makes this a feature addition rather than a second app.",,mobile-v2;area:mobile;phase:6;vertical:education;epic,34,,,false
6d3cfd89-fa8e-492d-a7c7-6aecdff1243d,FEAT- Student persona home and screens,task,backlog,low,,,mobile-v2;area:mobile;phase:6;vertical:education;persona:student,13,1baa424a-4917-4b21-bbda-ad1f40ecc743,,false
cb6b3c21-f6e7-413c-a243-060df1dc01e0,FEAT- Teacher persona home and screens,task,backlog,low,,,mobile-v2;area:mobile;phase:6;vertical:education;persona:teacher,13,1baa424a-4917-4b21-bbda-ad1f40ecc743,,false
1351bc2a-77ca-45ae-9892-0864455db2c8,FEAT- Parent persona home and screens,task,backlog,low,Gated on the parent role decision.,,mobile-v2;area:mobile;phase:6;vertical:education;persona:parent,13,1baa424a-4917-4b21-bbda-ad1f40ecc743,,false
a90632f8-5046-416a-bb16-dc327bf6b874,"BUG: backend/ and frontend/ are gitlinks, so their changes are unversioned",task,todo,critical,"Both are recorded in git as gitlinks (mode 160000) with no .gitmodules and no .git directory of their own, so git status at the root reports nothing when their files change. Everything built so far is unversioned on disk. Fix before any further work lands.",,v1.1;area:platform;tech-debt;risk:critical;bug;blocker,5,,,false
33edd43b-7e7f-4d89-86e4-7c946fdace2e,BUG: deactivateUser does not revoke refresh tokens or device tokens,task,backlog,high,"deactivateUser marks the user inactive but leaves refresh tokens live. middleware.Authenticate catches it on the next access token, so the window is one access-token lifetime rather than indefinite, but it should call RevokeUserSessions and DisableUserDeviceTokens outright. Pre-existing, unrelated to mobile.",,v1.1;area:security;module:auth;bug;compliance:hipaa,3,,,false
c0fe8e78-8c51-4900-aac9-de91802b8d23,FEAT- Active sessions list and admin remote sign-out,task,backlog,high,"RefreshToken records UserAgent and IP per session and DeviceToken lists installs, but there is no 'your active sessions' screen and no admin-side remote revoke. Worth having before a clinical app is on personal phones.",,v1.1;area:mobile;area:security;module:auth,8,,,false
